ticker,date,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Preferred Stock Dividend Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Long Term Debt Payments,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Unrealized Gain Loss On Investment Securities,Amortization Of Securities,Depreciation And Amortization,Operating Gains Losses,Gain Loss On Investment Securities,Net Income From Continuing Operations,Net Long Term Debt Issuance,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Capital Expenditure Reported,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Issuance Of Capital Stock,Common Stock Issuance,Net Short Term Debt Issuance,Dividends Received Cfi,Change In Other Current Liabilities,Change In Other Current Assets,Issuance Of Debt,Short Term Debt Payments,Long Term Debt Issuance,Dividend Received Cfo,Earnings Losses From Equity Investments,Gain Loss On Sale Of Business,Short Term Debt Issuance,Change In Tax Payable,Change In Income Tax Payable,Sale Of PPE,Change In Prepaid Assets,Provisionand Write Offof Assets,Other Cash Adjustment Outside Changein Cash,Change In Accrued Expense,Change In Interest Payable,Pension And Employee Benefit Expense,Net Foreign Currency Exchange Gain Loss,Net Preferred Stock Issuance,Preferred Stock Issuance,Cash From Discontinued Operating Activities,Taxes Refund Paid,Interest Paid Cfo,Gain Loss On Sale Of PPE,Preferred Stock Payments,Sale Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Cash Flow From Discontinued Operation,Interest Received Cfi,Other Cash Adjustment Inside Changein Cash,Interest Paid Cff,Excess Tax Benefit From Stock Based Compensation,Depletion,Dividend Paid Cfo,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities
PAYX,2025-05-31,283300000.0,0.0,,-60500000.0,,,2734300000.0,2393300000.0,,341000000.0,3072300000.0,3072300000.0,-710200000.0,-9100000.0,-389300000.0,,-389300000.0,0.0,0.0,4180900000.0,,-3075100000.0,-3075100000.0,-9500000.0,-37600000.0,5792100000.0,-5829700000.0,-2967500000.0,,-2967500000.0,-60500000.0,-60500000.0,343800000.0,343800000.0,-189200000.0,-74100000.0,-35300000.0,-30800000.0,59900000.0,,18300000.0,85700000.0,3700000.0,0.0,297200000.0,,,,,-65500000.0,-65500000.0,-65500000.0,,61300000.0,,300000.0,300000.0,85700000.0,53700000.0,53700000.0,32000000.0,,,0.0,,,,,,,,,,,,,,-14300000.0,6600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2025-02-28,667300000.0,0.0,,-48700000.0,,,2393300000.0,1659000000.0,,734300000.0,-2700000.0,-2700000.0,345400000.0,4900000.0,-353000000.0,,-353000000.0,0.0,0.0,0.0,,21000000.0,21000000.0,37600000.0,32100000.0,3336800000.0,-3304700000.0,0.0,,0.0,-48700000.0,-48700000.0,716000000.0,716000000.0,86200000.0,-55900000.0,-30200000.0,-31300000.0,40100000.0,,10700000.0,43100000.0,3700000.0,0.0,519300000.0,,,,,101100000.0,101100000.0,101100000.0,,17600000.0,,-6600000.0,-6600000.0,43100000.0,53700000.0,53700000.0,32000000.0,,,0.0,,,,,,,,,,,,,,71200000.0,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2024-11-30,248000000.0,-500000.0,,-47000000.0,,,1659000000.0,1848100000.0,,-189100000.0,-291400000.0,-291400000.0,51400000.0,10500000.0,-352800000.0,,-352800000.0,-500000.0,-500000.0,0.0,,-192700000.0,-192700000.0,-202600000.0,56900000.0,4150600000.0,-4093700000.0,0.0,,0.0,-47000000.0,-47000000.0,295000000.0,295000000.0,-238900000.0,-51800000.0,-33000000.0,-32200000.0,58800000.0,,-2800000.0,41700000.0,3700000.0,0.0,413400000.0,,,,,-58900000.0,-58900000.0,-58900000.0,,16400000.0,,1500000.0,1500000.0,41700000.0,53700000.0,53700000.0,32000000.0,,,0.0,,,,,,,,,,,,,,-95200000.0,4900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2024-08-31,510500000.0,-104000000.0,,-35600000.0,,,1848100000.0,1897000000.0,,-48900000.0,-485000000.0,-485000000.0,-25100000.0,-2500000.0,-353400000.0,,-353400000.0,-104000000.0,-104000000.0,0.0,,-110000000.0,-110000000.0,-12600000.0,-61800000.0,1013000000.0,-1074800000.0,0.0,,0.0,-35600000.0,-35600000.0,546100000.0,546100000.0,11000000.0,-44900000.0,-36000000.0,-36400000.0,58500000.0,,-2800000.0,39000000.0,3700000.0,0.0,427400000.0,,,,,65600000.0,65600000.0,65600000.0,,16500000.0,,-11000000.0,-11000000.0,39000000.0,53700000.0,53700000.0,32000000.0,,,0.0,,,,,,,,,,,,,,26300000.0,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2024-05-31,180400000.0,0.0,,-41300000.0,,,1897000000.0,4532900000.0,,-2635900000.0,-2714500000.0,-2714500000.0,-2372700000.0,11000000.0,-352800000.0,,-352800000.0,0.0,0.0,0.0,,-143100000.0,-143100000.0,-56300000.0,-45500000.0,815600000.0,-861100000.0,0.0,,0.0,-41300000.0,-41300000.0,221700000.0,221700000.0,-307200000.0,-77600000.0,116000000.0,116500000.0,58300000.0,,-2300000.0,45600000.0,3700000.0,0.0,379900000.0,,,,,-311200000.0,-311200000.0,-311200000.0,,16000000.0,,-8900000.0,-8900000.0,45600000.0,12800000.0,12800000.0,32800000.0,,,0.0,,,,,,,,,,,,,0.0,-34400000.0,4900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2024-02-29,180400000.0,0.0,,-41300000.0,,,1897000000.0,4532900000.0,,-2635900000.0,-2714500000.0,-2714500000.0,-2372700000.0,11000000.0,-352800000.0,,-352800000.0,0.0,0.0,0.0,,-143100000.0,-143100000.0,-56300000.0,-45500000.0,815600000.0,-861100000.0,0.0,,0.0,-41300000.0,-41300000.0,221700000.0,221700000.0,-307200000.0,-77600000.0,116000000.0,116500000.0,58300000.0,,-2300000.0,45600000.0,3700000.0,0.0,379900000.0,,,,,-311200000.0,-311200000.0,-311200000.0,,16000000.0,,-8900000.0,-8900000.0,45600000.0,12800000.0,12800000.0,32800000.0,,,0.0,,,,,,,,,,,,,0.0,-34400000.0,4900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD,2025-06-30,1254000000.0,-505000000.0,-700000000.0,-744000000.0,,,1876000000.0,1238000000.0,65000000.0,573000000.0,-555000000.0,-555000000.0,-126000000.0,41000000.0,-1265000000.0,,-1265000000.0,-505000000.0,-505000000.0,1300000000.0,-700000000.0,-869000000.0,-869000000.0,-114000000.0,,,,-22000000.0,34000000.0,-56000000.0,11000000.0,,1998000000.0,1998000000.0,-731000000.0,,,,-71000000.0,,,544000000.0,,,2253000000.0,703000000.0,,,-744000000.0,,,,,44000000.0,,-41000000.0,-41000000.0,544000000.0,,,,,,597000000.0,,,,1403000000.0,,1403000000.0,,,,,,,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD,2025-03-31,1877000000.0,-477000000.0,-693000000.0,-551000000.0,,,1238000000.0,1085000000.0,39000000.0,114000000.0,-1543000000.0,-1543000000.0,40000000.0,147000000.0,-1266000000.0,,-1266000000.0,-477000000.0,-477000000.0,13000000.0,-693000000.0,-771000000.0,-772000000.0,-199000000.0,,,,-26000000.0,49000000.0,-75000000.0,5000000.0,,2428000000.0,2427000000.0,111000000.0,,,,-72000000.0,,,520000000.0,,,1868000000.0,805000000.0,,,-551000000.0,,,,,45000000.0,,-44000000.0,-44000000.0,520000000.0,,,,,,-792000000.0,,,,1498000000.0,,1498000000.0,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD,2024-12-31,1824000000.0,-503000000.0,-992000000.0,-807000000.0,,,1085000000.0,1221000000.0,-148000000.0,12000000.0,-1878000000.0,-1876000000.0,-32000000.0,75000000.0,-1268000000.0,,-1268000000.0,-503000000.0,-503000000.0,-150000000.0,-992000000.0,-742000000.0,-742000000.0,-106000000.0,,,,81000000.0,155000000.0,-74000000.0,90000000.0,,2631000000.0,2630000000.0,76000000.0,,,,52000000.0,,,553000000.0,,,2016000000.0,-343000000.0,,,-807000000.0,,,,,44000000.0,,-73000000.0,-73000000.0,553000000.0,,,,,,193000000.0,,,,649000000.0,,649000000.0,,,,,,,90000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD,2024-09-30,1942000000.0,-469000000.0,0.0,-794000000.0,,,1221000000.0,792000000.0,46000000.0,383000000.0,-1087000000.0,-1087000000.0,-27000000.0,132000000.0,-1197000000.0,,-1197000000.0,-469000000.0,-469000000.0,474000000.0,0.0,-1266000000.0,-1266000000.0,-103000000.0,,,,-379000000.0,54000000.0,-433000000.0,10000000.0,,2736000000.0,2736000000.0,79000000.0,,,,-33000000.0,,,532000000.0,,,2255000000.0,0.0,,,-794000000.0,,,,,40000000.0,,-137000000.0,-137000000.0,532000000.0,,,,,,474000000.0,,,,0.0,,0.0,,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD,2024-06-30,1061000000.0,-934000000.0,-500000000.0,-628000000.0,,,792000000.0,838000000.0,-21000000.0,-25000000.0,-869000000.0,-869000000.0,13000000.0,22000000.0,-1199000000.0,,-1199000000.0,-934000000.0,-934000000.0,1229000000.0,-500000000.0,-846000000.0,-846000000.0,-165000000.0,,,,-67000000.0,60000000.0,-127000000.0,14000000.0,,1689000000.0,1689000000.0,-663000000.0,,,,16000000.0,,,502000000.0,,,2022000000.0,1231000000.0,,,-628000000.0,,,,,38000000.0,,-226000000.0,-226000000.0,502000000.0,,,,,,-2000000.0,,,,1731000000.0,,1731000000.0,,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR,2025-06-30,411500000.0,-3400000.0,-302400000.0,-35300000.0,45100000.0,38300000.0,1100000000.0,1037700000.0,10900000.0,45800000.0,-366800000.0,-366800000.0,-2000000.0,13800000.0,-72800000.0,,-72800000.0,-3400000.0,-3400000.0,-302400000.0,-302400000.0,-34200000.0,-34200000.0,,1100000.0,1400000.0,-300000.0,,,,-35300000.0,-35300000.0,446800000.0,446800000.0,223300000.0,,52600000.0,52600000.0,-17000000.0,,,61500000.0,0.0,,-517100000.0,-302400000.0,,,,155500000.0,30600000.0,30600000.0,24500000.0,22200000.0,,-181500000.0,-181500000.0,61500000.0,18400000.0,18400000.0,43100000.0,,,,,-1900000.0,-7400000.0,0.0,,0.0,,,,,,,,,600000.0,5600000.0,124900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR,2025-03-31,113400000.0,-2300000.0,-400000.0,-30900000.0,24900000.0,45200000.0,1037700000.0,983400000.0,3100000.0,80500000.0,-32600000.0,-32600000.0,-1800000.0,28100000.0,-72700000.0,,-72700000.0,-2300000.0,-2300000.0,16100000.0,-400000.0,-31200000.0,-31200000.0,,-300000.0,300000.0,-600000.0,,,,-30900000.0,-30900000.0,144300000.0,144300000.0,-154200000.0,,24400000.0,24400000.0,-2800000.0,,,53000000.0,0.0,,203300000.0,16100000.0,,,,-164200000.0,-107000000.0,-107000000.0,-16000000.0,24200000.0,,19100000.0,19100000.0,53000000.0,15000000.0,15000000.0,38000000.0,,,,,-3000000.0,4600000.0,16500000.0,,16500000.0,,,,,,,,,1700000.0,5600000.0,-57200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR,2024-12-31,475100000.0,-2300000.0,-7860200000.0,-30900000.0,300900000.0,41200000.0,983400000.0,6462900000.0,-73500000.0,-5406000000.0,-6701300000.0,-6701300000.0,-76300000.0,72500000.0,-72400000.0,,-72400000.0,-2300000.0,-2300000.0,-4612100000.0,-7860200000.0,789300000.0,789300000.0,,820200000.0,1226500000.0,-406300000.0,,,,-30900000.0,-30900000.0,506000000.0,506000000.0,14100000.0,,-14500000.0,-14500000.0,-27300000.0,,,55500000.0,0.0,,310400000.0,-4612100000.0,,,,-75200000.0,-31500000.0,-31500000.0,64700000.0,21800000.0,,10400000.0,10400000.0,55500000.0,14600000.0,14600000.0,40900000.0,,,,,9600000.0,29500000.0,16500000.0,,16500000.0,,,,,,,,,1000000.0,5600000.0,-43700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR,2024-09-30,93900000.0,-2300000.0,-300000.0,-25600000.0,24000000.0,64800000.0,6462900000.0,6142000000.0,85800000.0,235100000.0,-74500000.0,-74500000.0,-34500000.0,41700000.0,-81400000.0,,-81400000.0,-2300000.0,-2300000.0,-300000.0,-300000.0,190100000.0,190100000.0,,215700000.0,1694900000.0,-1479200000.0,,,,-25600000.0,-25600000.0,119500000.0,119500000.0,-122500000.0,,-53700000.0,-53700000.0,-31100000.0,,,54900000.0,0.0,,186600000.0,-300000.0,,,,124900000.0,92900000.0,92900000.0,-181400000.0,19100000.0,,12200000.0,12200000.0,54900000.0,14000000.0,14000000.0,40900000.0,,,,,-800000.0,-11500000.0,16500000.0,,16500000.0,,,,,,,,,300000.0,5600000.0,32000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR,2024-06-30,209800000.0,0.0,-449100000.0,-46200000.0,189200000.0,48000000.0,6142000000.0,6975100000.0,-14100000.0,-819000000.0,-519200000.0,-519200000.0,-1900000.0,12300000.0,-80500000.0,,-80500000.0,0.0,0.0,-449100000.0,-449100000.0,-555800000.0,-555800000.0,,-509600000.0,1077400000.0,-1587000000.0,,,,-46200000.0,-46200000.0,256000000.0,256000000.0,51500000.0,,25400000.0,25400000.0,-29100000.0,,,103200000.0,0.0,,159300000.0,-449100000.0,,,,96800000.0,99400000.0,99400000.0,-5800000.0,20100000.0,,-50600000.0,-50600000.0,103200000.0,14000000.0,14000000.0,40900000.0,,,,,8800000.0,-73700000.0,0.0,,0.0,,,,,,,,,1600000.0,5600000.0,-2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR,2024-03-31,209800000.0,0.0,-449100000.0,-46200000.0,189200000.0,48000000.0,6142000000.0,6975100000.0,-14100000.0,-819000000.0,-519200000.0,-519200000.0,-1900000.0,12300000.0,-80500000.0,,-80500000.0,0.0,0.0,-449100000.0,-449100000.0,-555800000.0,-555800000.0,,-509600000.0,1077400000.0,-1587000000.0,,,,-46200000.0,-46200000.0,256000000.0,256000000.0,51500000.0,,25400000.0,25400000.0,-29100000.0,,,103200000.0,0.0,,159300000.0,-449100000.0,,,,96800000.0,99400000.0,99400000.0,-5800000.0,20100000.0,,-50600000.0,-50600000.0,103200000.0,14300000.0,14300000.0,40000000.0,,,,,8800000.0,-73700000.0,0.0,,0.0,,,,,,,,,1600000.0,5600000.0,-2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR,2023-12-31,209800000.0,0.0,-449100000.0,-46200000.0,189200000.0,48000000.0,6142000000.0,6975100000.0,-14100000.0,-819000000.0,-519200000.0,-519200000.0,-1900000.0,12300000.0,-80500000.0,,-80500000.0,0.0,0.0,-449100000.0,-449100000.0,-555800000.0,-555800000.0,,-509600000.0,1077400000.0,-1587000000.0,,,,-46200000.0,-46200000.0,256000000.0,256000000.0,51500000.0,,25400000.0,25400000.0,-29100000.0,,,103200000.0,0.0,,159300000.0,-449100000.0,,,,96800000.0,99400000.0,99400000.0,-5800000.0,20100000.0,,-50600000.0,-50600000.0,103200000.0,14300000.0,14300000.0,40000000.0,,,,,8800000.0,-73700000.0,0.0,,0.0,,,,,,,,,1600000.0,5600000.0,-2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI,2025-06-30,1002000000.0,0.0,-4063000000.0,-647000000.0,269000000.0,35000000.0,197000000.0,295000000.0,,-98000000.0,-1122000000.0,-1122000000.0,-52000000.0,,-654000000.0,,-654000000.0,0.0,0.0,-416000000.0,-4063000000.0,-625000000.0,-625000000.0,-646000000.0,-27000000.0,,-27000000.0,,,,,,1649000000.0,1649000000.0,228000000.0,,22000000.0,22000000.0,-9000000.0,,,,-300000000.0,-93000000.0,742000000.0,-416000000.0,,,-647000000.0,202000000.0,14000000.0,4000000.0,20000000.0,,,160000000.0,160000000.0,616000000.0,,,,,,,47000000.0,-6000000.0,-10000000.0,3647000000.0,,3647000000.0,212000000.0,-206000000.0,-1000000.0,,10000000.0,10000000.0,,,,,188000000.0,188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI,2025-03-31,396000000.0,0.0,-1847000000.0,-766000000.0,657000000.0,3000000.0,295000000.0,214000000.0,,81000000.0,333000000.0,333000000.0,-54000000.0,,-642000000.0,,-642000000.0,0.0,0.0,1029000000.0,-1847000000.0,-1414000000.0,-1414000000.0,-3000000.0,-42000000.0,,-42000000.0,-648000000.0,,-648000000.0,,,1162000000.0,1162000000.0,-310000000.0,,45000000.0,45000000.0,-94000000.0,,,,-139000000.0,82000000.0,743000000.0,1029000000.0,,,-766000000.0,-333000000.0,-127000000.0,-57000000.0,-22000000.0,,,167000000.0,167000000.0,610000000.0,,,,,,,45000000.0,-24000000.0,24000000.0,2876000000.0,,2876000000.0,185000000.0,-220000000.0,-1000000.0,,-70000000.0,-70000000.0,,,,,-206000000.0,-206000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI,2024-12-31,738000000.0,0.0,-1620000000.0,-772000000.0,274000000.0,7000000.0,214000000.0,133000000.0,,82000000.0,-657000000.0,-657000000.0,-33000000.0,,-642000000.0,,-642000000.0,0.0,0.0,18000000.0,-1620000000.0,-771000000.0,-771000000.0,31000000.0,-28000000.0,,-28000000.0,-648000000.0,,-648000000.0,,,1510000000.0,1510000000.0,-75000000.0,,-248000000.0,-248000000.0,65000000.0,,,,-186000000.0,40000000.0,694000000.0,18000000.0,,,-772000000.0,273000000.0,-127000000.0,102000000.0,-14000000.0,,,193000000.0,193000000.0,596000000.0,,,,,,,60000000.0,16000000.0,-44000000.0,1638000000.0,,1638000000.0,223000000.0,-228000000.0,2000000.0,,-10000000.0,-10000000.0,,,,,181000000.0,181000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI,2024-09-30,592000000.0,0.0,-2698000000.0,-657000000.0,628000000.0,15000000.0,133000000.0,124000000.0,,9000000.0,-554000000.0,-554000000.0,-73000000.0,,-643000000.0,,-643000000.0,0.0,0.0,162000000.0,-2698000000.0,-686000000.0,-686000000.0,-16000000.0,-49000000.0,,-49000000.0,-648000000.0,,-648000000.0,,,1249000000.0,1249000000.0,-26000000.0,,33000000.0,33000000.0,11000000.0,,,,-255000000.0,-20000000.0,651000000.0,162000000.0,,,-657000000.0,-86000000.0,77000000.0,14000000.0,9000000.0,,,97000000.0,97000000.0,587000000.0,,,,,,,36000000.0,10000000.0,8000000.0,2860000000.0,,2860000000.0,184000000.0,-236000000.0,1000000.0,,63000000.0,63000000.0,,,,,-163000000.0,-163000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI,2024-06-30,1106000000.0,0.0,-2357000000.0,-581000000.0,308000000.0,15000000.0,124000000.0,143000000.0,,-19000000.0,-1106000000.0,-1106000000.0,-44000000.0,,-641000000.0,,-641000000.0,0.0,0.0,-421000000.0,-2357000000.0,-600000000.0,-600000000.0,-39000000.0,-26000000.0,,-26000000.0,-648000000.0,,-648000000.0,,,1687000000.0,1687000000.0,358000000.0,,108000000.0,108000000.0,-11000000.0,,,,-238000000.0,2000000.0,602000000.0,-421000000.0,,,-581000000.0,252000000.0,93000000.0,66000000.0,10000000.0,,,159000000.0,159000000.0,584000000.0,,,,,,,46000000.0,23000000.0,-35000000.0,1936000000.0,,1936000000.0,233000000.0,-195000000.0,-45000000.0,,27000000.0,27000000.0,,,,,159000000.0,159000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI,2024-03-31,1106000000.0,0.0,-2357000000.0,-581000000.0,308000000.0,15000000.0,124000000.0,143000000.0,,-19000000.0,-1106000000.0,-1106000000.0,-44000000.0,,-641000000.0,,-641000000.0,0.0,0.0,-421000000.0,-2357000000.0,-600000000.0,-600000000.0,-39000000.0,-26000000.0,,-26000000.0,0.0,,0.0,,,1687000000.0,1687000000.0,358000000.0,,108000000.0,108000000.0,-11000000.0,,,,-238000000.0,2000000.0,602000000.0,-421000000.0,,,-581000000.0,252000000.0,-262000000.0,66000000.0,10000000.0,,,159000000.0,159000000.0,584000000.0,,,,,,,46000000.0,23000000.0,-35000000.0,1936000000.0,,1936000000.0,233000000.0,-195000000.0,-45000000.0,,27000000.0,27000000.0,,,,,159000000.0,159000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI,2023-12-31,1106000000.0,0.0,-2357000000.0,-581000000.0,308000000.0,1000000.0,124000000.0,143000000.0,,-19000000.0,-1106000000.0,-1106000000.0,-44000000.0,,-641000000.0,,-641000000.0,0.0,0.0,-421000000.0,-2357000000.0,-600000000.0,-600000000.0,-39000000.0,-26000000.0,,-26000000.0,-1829000000.0,,-1829000000.0,,,1687000000.0,1687000000.0,358000000.0,,108000000.0,108000000.0,-11000000.0,,,,-238000000.0,2000000.0,602000000.0,-421000000.0,,,-581000000.0,252000000.0,-262000000.0,66000000.0,10000000.0,,,159000000.0,159000000.0,584000000.0,,,,,,,46000000.0,23000000.0,-35000000.0,1936000000.0,,1936000000.0,233000000.0,-195000000.0,-45000000.0,,27000000.0,27000000.0,,,,,159000000.0,159000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTW,2025-06-30,303000000.0,-500000000.0,-1000000.0,-58000000.0,,,5343000000.0,4983000000.0,127000000.0,233000000.0,-824000000.0,-824000000.0,-232000000.0,,-91000000.0,,-91000000.0,-500000000.0,-500000000.0,-1000000.0,-1000000.0,696000000.0,696000000.0,,-61000000.0,,,815000000.0,,-21000000.0,-58000000.0,-58000000.0,361000000.0,361000000.0,-121000000.0,3000000.0,63000000.0,63000000.0,31000000.0,,,106000000.0,27000000.0,,332000000.0,-1000000.0,,,,,,,,31000000.0,,-47000000.0,-47000000.0,106000000.0,49000000.0,49000000.0,57000000.0,,,,,-87000000.0,-100000000.0,0.0,,0.0,,,0.0,,,,,,2000000.0,,,,6000000.0,21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WTW,2025-03-31,-86000000.0,-200000000.0,-1000000.0,-51000000.0,,,4983000000.0,4998000000.0,80000000.0,-95000000.0,24000000.0,24000000.0,313000000.0,,-88000000.0,,-88000000.0,-200000000.0,-200000000.0,-1000000.0,-1000000.0,-84000000.0,-84000000.0,,-32000000.0,,,-1000000.0,,-1000000.0,-51000000.0,-51000000.0,-35000000.0,-35000000.0,-512000000.0,16000000.0,162000000.0,162000000.0,34000000.0,,,102000000.0,83000000.0,,239000000.0,-1000000.0,,,,,,,,37000000.0,,-23000000.0,-23000000.0,102000000.0,48000000.0,48000000.0,54000000.0,,,,,-691000000.0,1000000.0,0.0,,0.0,,,-14000000.0,,,,,,5000000.0,,,,88000000.0,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WTW,2024-12-31,543000000.0,-395000000.0,-2000000.0,-56000000.0,,,4998000000.0,4712000000.0,-129000000.0,415000000.0,-664000000.0,-664000000.0,-178000000.0,,-89000000.0,,-88000000.0,-395000000.0,-395000000.0,-2000000.0,-2000000.0,480000000.0,480000000.0,,1000000.0,,,535000000.0,619000000.0,-84000000.0,-30000000.0,-30000000.0,599000000.0,599000000.0,-187000000.0,-69000000.0,-504000000.0,-504000000.0,72000000.0,,,104000000.0,-840000000.0,,1248000000.0,-2000000.0,,,-26000000.0,,,,,36000000.0,0.0,166000000.0,166000000.0,104000000.0,50000000.0,50000000.0,54000000.0,,,,,460000000.0,-74000000.0,0.0,,0.0,,,-853000000.0,,,,,,0.0,,,,19000000.0,-6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WTW,2024-09-30,419000000.0,-205000000.0,-1000000.0,-63000000.0,,,4712000000.0,4376000000.0,85000000.0,251000000.0,-159000000.0,-159000000.0,136000000.0,,-89000000.0,,-89000000.0,-205000000.0,-205000000.0,-1000000.0,-1000000.0,-72000000.0,-72000000.0,,1000000.0,,1000000.0,-10000000.0,0.0,-10000000.0,-36000000.0,-36000000.0,482000000.0,482000000.0,101000000.0,3000000.0,153000000.0,153000000.0,42000000.0,,,116000000.0,1173000000.0,,-1672000000.0,-1000000.0,,,-27000000.0,,,,,31000000.0,0.0,-354000000.0,-354000000.0,116000000.0,56000000.0,56000000.0,60000000.0,,,,,83000000.0,-138000000.0,0.0,,0.0,,,1190000000.0,,,,,,3000000.0,,,,-4000000.0,-13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WTW,2024-06-30,341000000.0,-200000000.0,-651000000.0,-66000000.0,,,4376000000.0,5251000000.0,-6000000.0,-869000000.0,-1192000000.0,-1192000000.0,-251000000.0,,-90000000.0,,-90000000.0,-200000000.0,-200000000.0,-651000000.0,-651000000.0,-84000000.0,-84000000.0,,-15000000.0,,1000000.0,-3000000.0,0.0,-3000000.0,-10000000.0,-10000000.0,407000000.0,407000000.0,113000000.0,32000000.0,5000000.0,5000000.0,37000000.0,,,117000000.0,-18000000.0,,142000000.0,-651000000.0,,,-29000000.0,,,,,30000000.0,0.0,-16000000.0,-16000000.0,117000000.0,60000000.0,60000000.0,57000000.0,,,,,184000000.0,-108000000.0,0.0,,0.0,,,0.0,,,,,,2000000.0,,,,-7000000.0,-11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WTW,2024-03-31,341000000.0,-200000000.0,-651000000.0,-66000000.0,,,4376000000.0,5251000000.0,-6000000.0,-869000000.0,-1192000000.0,-1192000000.0,-251000000.0,,-90000000.0,,-86000000.0,-200000000.0,-200000000.0,-651000000.0,-651000000.0,-84000000.0,-84000000.0,,-15000000.0,1000000.0,1000000.0,-3000000.0,0.0,-3000000.0,-10000000.0,-10000000.0,407000000.0,407000000.0,113000000.0,32000000.0,5000000.0,5000000.0,37000000.0,,,117000000.0,-18000000.0,,142000000.0,-651000000.0,,,-27000000.0,,,,,30000000.0,0.0,-16000000.0,-16000000.0,117000000.0,60000000.0,60000000.0,57000000.0,,,,,184000000.0,-108000000.0,0.0,,0.0,,,0.0,,,,,,2000000.0,,,,-7000000.0,-11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
